id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
4820;103,766;87,08;64,41;47,38;0;0;3,65
4821;100,208;84,77;64,41;26,35;0;0;7,58
4822;96,716;81,86;58,22;7,58;0;0;7,58
4823;97,328;82,37;42,93;21,27;0;0;7,58
4824;92,936;79,05;59,88;24,55;0;0;9,62
4825;96,858;82,1;40,69;18,45;0;0;8,31
4826;94,764;82,76;58,12;23,15;0;7,58;22,74
4827;86,81;83;40,69;37,69;0;35,19;63,95
4828;92,44;89,16;58,12;48,36;57,12;73,16;72,76
4829;95,344;91,58;40,69;62,87;57,72;73,48;72,76
4830;108,382;93,68;34,42;18,92;0;7,58;20,17
4831;107,994;90,05;8,13;0;0;0;0,33
4832;104,598;87,21;18,16;0;0;0;0,27
4833;103,404;86,17;25,19;0;0;0;0
4834;101,93;84,99;25,19;0;0;0;0,29
4835;101,718;84,81;28,71;0;0;0;0,27
4836;101,772;84,81;30,47;0;0;0;0
4837;100,89;84,12;24,52;0;0;0;0,27
4838;104,496;87,08;23,6;0;0;0;0
4839;107,782;89,89;23,1;0;0;0;0,43
4840;102,91;92,6;58,12;25,02;7,58;18,08;41,05
4841;102,328;97,4;64,41;69,46;73,95;73,48;72,76
4842;103,444;98,33;75,56;69,46;73,95;73,48;72,76
4843;102,22;97,31;75,48;69,46;73,95;73,48;72,76
4844;99,724;95,23;64,41;69,46;60,25;73,48;72,76
4845;98,222;90,05;64,41;36,75;0;21,58;49,19
4846;106,32;88,71;64,41;19,34;0;0;0,66
4847;100,8;87,28;64,41;19,34;0;0;19,68
4848;98,68;87,43;64,42;19,3;2,02;10,56;31,18
4849;98,468;87,43;64,42;11,44;1,94;16,29;32,24
4850;97,832;87,43;64,42;15,36;1,96;17,31;35,42
4851;93,93;88,04;64,42;12,91;1,84;21,01;58,59
4852;98,298;90,09;79,62;19,28;1,79;15,62;49,05
4853;102,218;93,72;84,59;14,38;1,73;12,6;51,23
4854;109,656;95,93;82,7;1,63;0;0;27,3
4855;110,52;92,1;64,42;0;0;0;0
4856;105,78;88,15;59,98;0;0;0;0
4857;103,152;85,96;58,04;0;0;0;0
4858;96,216;80,18;61,5;0;0;0;0
4859;94,86;79,05;60,86;0;0;0;0
4860;97,692;81,41;60,55;0;0;0;0
4861;95,568;79,64;58,04;0;0;0;0
4862;99,312;82,76;64,42;0;0;0;0
4863;102,636;85,53;64,42;0;0;0;0
4864;108,96;90,8;64,42;0;0;0;0
4865;101,224;96,48;87,38;51,64;17,52;18,24;72,76
4866;101,39;99,04;88,71;69,46;57,48;65,86;87,29
4867;101,432;100,09;88,71;75,47;70,09;73,48;93,38
4868;101,558;99,18;88,47;69,46;56,94;72,94;87,29
4869;99,784;95,28;87,26;69,46;46,07;64,46;72,76
4870;93,556;90,09;83,4;69,46;23,31;29,58;72,76
4871;96,69;88,75;75,45;42,77;1,99;23,71;49,05
4872;94,958;87,93;75,39;36,27;0;17;52,79
4873;94,912;87,35;64,42;33,69;0;0;49,54
4874;96,432;87,35;75,39;34,66;0;11,81;41,94
4875;99,352;88,79;75,39;37,83;0,47;11,81;35,98
4876;104,24;92,14;85,07;69,46;0;11,9;31,64
4877;112,938;97,4;87,68;69,46;0,54;7,58;19,71
4878;119,004;99,17;87,03;54,73;0;0;0
4879;114,384;95,32;72,22;28,92;0;0;0
4880;108,744;90,62;64,42;23,1;0;0;0
4881;108,048;90,04;64,42;14,87;0;0;0
4882;106,716;88,93;62,83;15,74;0;0;0
4883;105,696;88,08;57,99;19,2;0;0;0
4884;104,688;87,24;64,42;22,24;0;0;0
4885;104,964;87,47;64,42;21,8;0;0;0
4886;104,964;87,47;64,42;14,87;0;0;0
4887;107,628;89,69;64,42;14,44;0;0;0
4888;109,236;91,03;64,42;13,57;0;0;0
4889;114,828;95,69;81,09;69,46;0;0;0
4890;112,192;97,32;86,4;69,46;13,21;12,2;22,96
4891;110,87;96,76;87,38;69,46;14,62;17,63;26,21
4892;107,682;95,37;87,2;69,46;22,12;21,14;33,81
4893;103,27;91,06;83,4;69,46;30,05;24,64;30,01
4894;102,064;88,79;80,31;48,13;0,51;15,4;22,42
4895;100,76;87,07;75,39;36,04;12,27;13,12;18,62
4896;99,692;84,92;65,16;34,85;0;7,58;11,06
4897;98,874;83,94;64,42;31,67;0;7,27;9,27
4898;103,14;85,95;64,42;26,73;0;7,44;0
4899;104,484;87,07;64,42;28,35;0;0;0
4900;107,136;89,28;81,63;62,43;0,58;9,58;0
4901;109,32;91,1;81,63;48,02;0;7,58;0
4902;107,136;89,28;64,42;0;0;0;0
4903;103,38;86,15;45,56;0;0;0;0
4904;96,204;80,17;32,33;0;0;0;0
4905;97,188;80,99;14,26;0;0;0;0
4906;94,848;79,04;16,5;0;0;0;0
4907;97,572;81,31;16,29;0;0;0;0
4908;97,572;81,31;9,98;0;0;0;0
4909;96,204;80,17;22,43;0;0;0;0
4910;100,392;83,66;28,37;0;0;0;0
4911;104,664;87,22;40,56;0;0;0;0
4912;108,3;90,25;64,42;0;0;0;0
4913;111,698;95,68;82,44;64,4;19,54;31,68;15,59
4914;103,486;96,8;86,83;69,46;46,96;73,48;63,37
4915;104,078;95,41;86,83;69,46;45,89;73,48;52,07
4916;104,692;94,52;85,83;69,46;30,43;68,67;43,66
4917;103,202;90,42;82,7;69,46;6,13;18,1;26,51
4918;100,884;86,98;64,42;33,23;0;9,67;17,46
4919;96,724;82,75;64,42;27,27;0;6,7;12,88
4920;93,32;79,03;64,43;19,16;0;5,61;7,58
4921;93,32;79,03;64,43;20,15;0;5,06;7,58
4922;93,32;79,03;64,43;24,84;0;5,75;7,58
4923;97,92;83,97;64,43;28,79;0;7,03;14,22
4924;102,89;88,98;78,42;41,48;3,04;9,39;19,43
4925;106,748;90,22;67,51;27,31;1,39;0;7,58
4926;104,916;87,43;53,32;0;0;0;0
4927;100,38;83,65;0;0;0;0;0
4928;90,72;75,6;0;0;0;0;0
4929;90,18;75,15;0;0;0;0;0
4930;86,604;72,17;0;0;0;0;0
4931;86,604;72,17;0;0;0;0;0
4932;86,64;72,2;0;0;0;0;0
4933;86,64;72,2;0;0;0;0;0
4934;87,78;73,15;0;0;0;0;0
4935;90,18;75,15;0;0;0;0;0
4936;90,72;75,6;23,89;0;0;0;0
4937;99,78;83,15;49,77;0;0;0;0
4938;101,952;84,96;52,62;0;0;0;0
4939;103,128;85,94;53,57;0;0;0;0
4940;98,472;82,06;57,87;0;0;0;0
4941;94,836;79,03;57,87;0;0;0;0
4942;90,72;75,6;59,39;0;0;0;0
4943;90,72;75,6;61,28;0;0;0;0
4944;90,684;75,57;50,12;0;0;0;0
4945;90,684;75,57;47,77;0;0;0;0
4946;90,684;75,57;57,78;0;0;0;0
4947;90,684;75,57;64,43;13,32;0;0;0
4948;78,104;75,57;75,11;31,04;0;0;62,9
4949;89,168;75,57;74,89;27,63;0;0;7,58
4950;90,684;75,57;64,43;6,32;0;0;0
4951;89,904;74,92;57,93;0;0;0;0
4952;89,904;74,92;40,44;8,79;0;0;0
4953;89,352;74,46;40,44;8,38;0;0;0
4954;90,18;75,15;40,44;0;0;0;0
4955;89,904;74,92;40,44;0;0;0;0
4956;87,78;73,15;40,61;0;0;0;0
4957;87,78;73,15;40,44;0;0;0;0
4958;89,904;74,92;40,44;0;0;0;0
4959;90,684;75,57;45,22;22,33;0;0;0
4960;83,344;77,06;66,41;56,28;0;17,96;45,64
4961;90,124;87,23;87,25;90,32;73,95;73,48;72,76
4962;89,72;90,33;88,5;92,14;95,21;94,3;93,38
4963;89,72;90,33;88,5;92,33;95,21;94,3;93,38
4964;90,238;90,26;88,65;92,14;73,95;92,28;90,37
4965;90,124;87,23;87,04;87,69;73,95;73,48;72,76
4966;85,026;81,55;80,32;69,47;27,4;71,82;64,17
4967;83,552;75,57;64,43;40,52;0;14,65;35,66
4968;87,796;75,54;64,44;29,02;0,57;11,3;14,26
4969;88,536;75,54;64,44;26,52;0,58;6,17;10,56
4970;88,14;75,54;64,44;27,32;0,57;6,08;12,54
4971;87,468;75,54;64,44;31,66;0,58;10,86;15,9
4972;79,17;75,54;64,44;69,47;20,53;31,31;57,39
4973;78,092;75,54;64,44;69,47;20,53;57,47;62,78
4974;87,944;75,54;57,82;61,9;5,21;10,86;13,52
4975;89,904;74,92;41,65;11,72;0;0;0
4976;87,78;73,15;15,2;7,58;0;0;0
4977;87,06;72,55;12,25;7,58;0;0;0
4978;88,728;73,94;11,28;5,71;0;0;0
4979;87,78;73,15;8,98;2,47;0;0;0
4980;88,728;73,94;8,98;0;0;0;0
4981;88,728;73,94;8,98;0;0;0;0
4982;89,904;74,92;4,9;0;0;0;0
4983;90,168;75,14;13,72;0;0;0;0
4984;90,648;75,54;40,06;24,67;0;0;0
4985;93,02;80,16;64,44;69,47;7,29;15,55;15,86
4986;88,322;84,05;64,44;69,47;31,44;44,72;62,69
4987;94,392;83,72;64,44;33,81;6,65;16,36;30,36
4988;98,348;83,65;58,79;26,9;0,57;6,08;10,16
4989;94,824;79,02;46,06;0;0;0;0
4990;90,648;75,54;44,51;4,78;0;0;0
4991;90,648;75,54;40,75;0;0;0;0
4992;90,756;75,63;57,61;0;0;0;0
4993;92,46;77,05;49,39;9,38;0;0;0
4994;94,824;79,02;52,01;13,74;0;0;0
4995;93,746;80,16;57,61;18,99;0;6,13;12,23
4996;94,264;88,02;57,61;23,8;7,58;31,17;56,8
4997;103,744;90,19;40,33;21,22;2,3;12,97;22,42
4998;106,892;90,34;30,67;18,99;0;0;7,58
4999;105,136;89,13;23,04;18,11;0;0;9,1
5000;104,156;88,06;40,33;12,77;0;0;7,58
5001;104,352;86,96;40,33;13,74;0;0;0
5002;100,946;86,14;23,04;18,99;0;4,22;12,11
5003;101,644;85,93;23,04;21,02;0;0;7,36
5004;100,402;85,07;40,33;19,07;0;0;8,41
5005;101,788;85,76;40,33;13,26;0;1,71;5,62
5006;103,608;87,22;30,67;13,74;0;0;5,28
5007;105,634;90,11;40,33;13,74;0;0;12,49
5008;98,794;93,98;62,26;35,57;25,68;31,17;69,91
5009;98,966;97,78;77,87;70,77;73,95;73,48;91,85
5010;100,292;99,14;87,84;89,61;98,35;94,29;93,38
5011;101,076;99,83;87,84;92,1;98,35;94,52;93,6
5012;100,28;99,13;88,07;92,1;98,25;94,29;93,38
5013;95,864;95,45;87,42;90,27;95,44;94,29;93,38
5014;90,788;91,22;85,79;89,41;88,28;92,27;93,38
5015;90,06;90,26;83,42;69,47;73,95;73,48;91,26
5016;91,684;89,17;77,97;69,48;73,95;73,48;76,6
5017;91,12;88,06;74,78;47,33;36,95;57,66;72,76
5018;91,12;88,06;64,44;46,07;25,17;25,49;72,76
5019;91,12;88,06;74,78;31,42;19,33;23,13;72,76
5020;94,972;91,27;82,82;24,18;18,3;23,42;72,76
5021;99,124;94,73;84,17;22,87;14,19;18,99;72,76
5022;111,966;97,55;83,43;16,14;3,75;6,89;25,47
5023;114,004;95,33;65,01;8,49;0;0;1,96
5024;110,292;91,91;64,44;0;0;0;0
5025;107,004;89,17;64,44;0;0;0;0
5026;107,004;89,17;64,44;0;0;0;0
5027;106,968;89,14;64,44;0;0;0;0
5028;106,788;88,99;64,44;0;0;0;0
5029;107,004;89,17;64,44;0;0;0;0
5030;108,42;90,35;64,44;0;0;0;0
5031;111,152;93,89;74,78;14,23;0;0;7,58
5032;111,018;95,63;84,1;24,52;4,92;7,97;18,69
5033;107,486;97,55;86,85;47,85;7,58;17,74;47,87
5034;110,032;96,6;85,97;32,7;4,25;7,14;29,44
5035;112,836;94,03;84,62;0;0;0;0
5036;108,456;90,38;64,44;0;0;0;0
5037;103,104;85,92;64,44;0;0;0;0
5038;94,824;79,02;60,89;0;0;0;0
5039;91,452;76,21;60,89;0;0;0;0
5040;90,528;75,44;46,53;0;0;0;0
5041;90,528;75,44;50,51;0;0;0;0
5042;90,528;75,44;37,93;0;0;0;0
5043;91,428;76,19;41,78;0;0;0;0
5044;94,812;79,01;46,61;0;0;0;0
5045;100,44;83,7;57,46;0;0;0;0
5046;94,812;79,01;0;0;0;0;0
5047;86,628;72,19;0;-25;0;0;0
5048;0;0;0;-25;0;0;0
5049;0;0;0;0;0;0;0
5050;0;0;0;0;0;0;0
5051;0;0;0;0;0;0;0
5052;66,552;55,46;0;0;0;0;0
5053;75,012;62,51;0;0;0;0;0
5054;80,436;67,03;0;0;0;0;0
5055;90,528;75,44;0;0;0;0;0
5056;91,812;76,51;0;0;0;0;0
5057;104,448;87,04;39,86;0;0;0;0
5058;107,592;89,66;64,45;0;0;0;0
5059;108,468;90,39;64,45;0;0;0;0
5060;107,424;89,52;64,45;0;0;0;0
5061;104,652;87,21;64,45;0;0;0;0
5062;100,44;83,7;64,45;0;0;0;0
5063;100,44;83,7;64,45;0;0;0;0
5064;104,436;87,03;64,45;0;0;0;0
5065;104,436;87,03;64,45;4,9;0;0;0
5066;105,204;87,67;64,45;4,9;0;0;0
5067;105,6;88;65,95;5,79;0;0;0
5068;108,516;90,43;80,34;7,73;0;0;0
5069;112,92;94,1;81,14;8,61;0;0;0
5070;113,76;94,8;80,34;8,19;0;0;0
5071;112,92;94,1;68,91;7,78;0;0;0
5072;112,812;94,01;64,45;7,58;0;0;0
5073;111,108;92,59;64,45;12,07;0;0;0
5074;108,432;90,36;64,45;8,4;0;0;0
5075;108,084;90,07;64,45;9,86;0;0;0
5076;108,084;90,07;64,45;11,17;0;0;0
5077;108,552;90,46;64,45;9,02;0;0;0
5078;109,632;91,36;64,45;14;0;0;0
5079;114,504;95,42;80,96;51;7,58;25,04;0
5080;109,462;99,13;87,43;82,45;70,94;73,48;47,47
5081;106,036;100,49;89,74;93,3;95,21;94,29;72,76
5082;102,356;100,86;92,16;94,61;98,61;94,39;93,38
5083;100,28;99,13;93,4;94,43;97,14;94,29;93,38
5084;98,748;97,75;89,29;93,6;96,46;94,29;92,76
5085;97,32;93,98;87,92;89,63;75,57;87,87;77,28
5086;93,088;89,7;87,27;86,8;73,96;73,48;72,76
5087;91,108;88,05;83,43;69,48;70,94;73,48;72,76
5088;90,832;87,82;81,15;69,48;54,59;70,29;72,76
5089;92,908;87,71;81,15;69,48;41,99;61,1;61,72
5090;93,04;87,82;77,97;69,48;34,78;43,93;61,72
5091;94,588;89,11;82,7;69,48;35,2;56,59;61,72
5092;99,106;90,5;84,17;69,48;54,59;70,29;47,47
5093;103,27;93,97;85,86;69,48;54,59;70,29;47,47
5094;108,024;95,46;84,97;51;4,7;0;32,64
5095;112,316;94,86;64,59;12,96;0;0;7,58
5096;109,076;92,16;64,46;7,59;0;0;7,58
5097;105,2;88,04;64,46;5,79;0;0;2,24
5098;104,914;87,82;64,46;7,23;0;0;2,35
5099;105,152;88;64,46;7,23;0;0;2,24
5100;104,944;87,82;64,46;6,69;0;0;2,2
5101;104,826;87,71;64,46;3,82;0;0;2,13
5102;104,066;88,04;64,46;5,26;0;0;7,91
5103;107,624;90,06;64,46;12,98;0;0;2,24
5104;103,466;94,02;84,11;69,19;18,31;0;46,79
5105;100,216;95,64;87,72;76,22;73,96;73,47;72,76
5106;102,796;97,79;88,21;88,58;73,96;73,47;72,76
5107;100,192;95,62;87,92;69,48;73,96;61,1;72,76
5108;107,774;94,15;87,76;62,77;4,7;0;26,03
5109;101,472;89,6;85,98;62,77;16,8;0;30,24
5110;99,674;87,2;83,43;69,48;17,07;0;24,83
5111;89,786;84,24;83,43;46,98;3,39;0;56,51
5112;89,878;83,62;83,44;69,49;16,8;21,21;52,33
5113;89,06;83,69;83,44;69,49;19;29,54;56,84
5114;88,464;83,62;83,44;69,49;23,24;34;59,4
5115;89,62;83,62;85,98;69,49;24,64;36,66;53,62
5116;88,54;85,91;87,44;69,86;68,38;73,47;72,76
5117;87,394;87,65;88,21;90,28;73,96;73,47;88,93
5118;89,776;86,94;88,21;69,49;73,96;73,47;72,76
5119;87,724;85,23;85,87;69,49;22,47;30,72;72,76
5120;81,938;79;80,47;51,27;16,8;68,14;64,31
5121;82,468;79;80,47;69,49;16,8;30,72;61,66
5122;81,938;79;80,06;61,04;16,8;28,07;64,31
5123;83,412;79;80,06;61,04;15,92;27,58;56,94
5124;80,066;77,03;75,48;69,49;12,84;26,6;61,85
5125;82,422;76,59;75,48;51,27;15,15;31,49;47,43
5126;82,92;79;76,41;52,96;17,07;32,23;59,4
5127;91,264;84,24;78,87;61,41;20,92;36,66;49,12
5128;92,596;89,29;87,6;69,49;34,4;68,14;72,76
5129;95,164;91,43;88,75;89,56;73,96;73,47;72,76
5130;93,886;93,06;90,1;90,62;73,96;73,47;88,93
5131;97,612;93,47;90,01;90,15;73,96;73,47;72,76
5132;97,12;93,06;89,48;86,3;73,96;73,47;72,76
5133;92,98;89,61;88,21;86,3;73,96;73,47;72,76
5134;90,7;87,71;87,39;78,31;67,19;73,47;72,76
5135;87,724;85,23;86,47;70,66;73,96;73,47;72,76
5136;86,548;84,25;85,99;69,49;67,56;73,47;72,76
5137;84,916;82,89;84,62;69,49;67,69;73,47;72,76
5138;84,916;82,89;83,48;70,3;67,56;73,47;72,76
5139;84,18;82,89;84,17;79,3;73,96;73,47;76,44
5140;81,14;82,89;83,48;90,35;92,68;83,34;91,64
5141;84,292;82,89;84,3;91,93;88,27;92,26;75,88
5142;80,236;78,99;82,47;71,98;73,96;73,47;72,76
5143;82,428;78,99;70,06;69,49;46,27;70,18;61,8
5144;86,38;78,99;70,18;69,49;29,38;49,42;42,04
5145;88,554;78,99;64,47;64,06;16,79;42,55;31,17
5146;88,148;78,99;64,47;64,06;22,43;43,53;33,2
5147;91,998;80,13;64,47;69,05;16,79;38,62;20,79
5148;90,294;78,99;64,47;69,05;17,11;45,49;22,47
5149;88,612;78,99;64,47;69,49;20,95;45,49;30,88
5150;88,176;78,99;64,47;69,49;29,15;47,46;33,06
5151;90,382;82,71;64,47;69,49;41,97;70,18;44,35
5152;90,844;87,83;85,81;86,6;73,96;73,47;72,76
5153;89,938;90,51;87,76;92,77;95,21;93,67;93,37
5154;92,494;92,64;88,51;94,1;98,61;95,03;93,37
5155;92,566;92,7;88,51;93,9;98,35;94,52;93,37
5156;92,35;92,52;88,22;93,75;96,46;94,39;93,37
5157;90,106;90,65;87,76;92,24;95,21;93,81;93,37
5158;89,28;89,86;86,87;91,2;87,64;90,93;92,76
5159;88,902;89,61;83,48;90,35;92,68;80,84;93,15
5160;88,98;89,61;80,25;88,06;76,61;87,69;92,76
5161;88,318;89,16;84,12;89,61;89,7;90,93;93,37
5162;88,318;89,16;84,12;87,72;81,56;90,93;93,37
5163;88,858;89,61;80,25;88,59;91,81;94,29;93,37
5164;92,362;92,53;77,92;87,26;94,58;94,29;93,37
5165;96,052;95,35;70,9;72,99;89,7;81,33;91,84
5166;100,576;95,94;64,47;69,49;73,96;73,47;72,76
5167;106,914;94,41;64,47;41,24;21,27;21,75;31,89
5168;109,064;92,17;64,47;26,78;7,58;7,58;7,7
5169;108,944;92,05;64,47;32,89;0;3,7;7,58
5170;107,622;92,17;64,47;27,91;2,74;2,11;14,91
5171;107,096;90,51;64,47;26,78;1,72;0;7,58
5172;106,81;92,17;64,47;22,77;0;0;18,97
5173;107,192;90,59;64,47;24,78;0;0;7,58
5174;106,272;91,41;64,47;24,69;0;0;17,1
5175;109,198;94,16;64,47;35,96;13,31;7,58;18,97
5176;104,044;98,83;66,23;69,49;68,34;62,33;72,76
5177;101,866;100,45;85,87;89,61;95,21;94,29;93,37
5178;101,802;100,55;87,45;90,99;96,46;95,61;94,29
5179;101,458;100,11;87,61;90,35;95,21;94,29;93,37
5180;98,89;97,97;87,07;88,79;88,26;92,44;93,37
5181;94,944;94,41;83,44;81,02;73,96;73,47;91,74
5182;91,364;91,41;83,43;75,18;73,96;73,47;91,64
5183;90,284;90,51;82,7;69,49;73,96;73,47;91,64
5184;92,11;90,52;82,48;69,49;73,96;73,47;82,57
5185;90,298;90,52;83,43;69,49;73,96;73,47;91,63
5186;90,298;90,52;83,43;69,49;73,96;73,47;91,63
5187;91,402;91,44;84,62;69,49;73,96;73,47;91,63
5188;94,666;94,16;87,43;69,49;73,96;73,47;91,63
5189;100,552;96,75;87,77;69,49;70,57;73,47;77,74
5190;102,688;97,7;87,07;51,43;31,96;43,87;72,76
5191;107,286;95,77;85,82;36,24;15,91;17,55;38,19
5192;106,354;94,16;80,09;46,98;0;0;33,19
5193;105,926;94,04;77,36;39,06;0;0;34,61
5194;103,66;90,52;77,36;39,77;0;0;24,82
5195;106,586;90,52;75,63;39,06;0;0;10,19
5196;103,514;90,42;75,48;39,06;0;0;24,95
5197;102,562;90,49;80,09;39,06;0;0;30,13
5198;104,45;91,42;74,56;37,65;0;0;26,27
5199;106,172;96,38;79,79;46,98;16,79;17,55;47,42
5200;104,92;99,56;87,43;69,49;50,35;58,46;72,76
5201;102,61;101,07;90,39;87,26;73,96;73,47;93,37
5202;103,942;102,18;92,09;90,2;79,24;83,34;93,37
5203;102,158;100,56;90,24;89,63;73,96;73,47;92,57
5204;100,9;99,1;88,76;75,97;73,96;73,47;90,1
5205;98,56;94,26;87,73;69,49;52,57;73,47;72,76
5206;97,504;93,38;87,73;69,49;36,8;57,02;72,76
5207;96,918;92,65;87,77;69,49;29,1;37,95;71,31
5208;96,628;92,65;87,29;69,5;29,7;43,85;72,76
5209;96,628;92,65;87,43;69,5;34,6;44,81;72,76
5210;96,496;92,54;87,45;69,5;43,63;58,4;72,76
5211;98,296;94,04;87,94;71,33;68,32;73,47;72,76
5212;102,148;97,25;89,49;91,54;67,12;73,47;72,76
5213;103,696;98,54;90,01;92,37;67,12;73,47;72,76
5214;107,794;100,1;89,09;88,6;23,39;29,47;61,63
5215;113,448;97,7;87,45;69,5;0;0;18,96
5216;115,224;96,02;83,45;55,4;0;0;0
5217;112,884;94,07;74,57;50,81;0;0;0
5218;112,056;93,38;65,08;49,18;0;0;0
5219;112,056;93,38;65,08;49,18;0;0;0
5220;111,696;93,08;64,48;49,91;0;0;0
5221;111,696;93,08;64,48;61,06;0;0;0
5222;112,884;94,07;64,48;61,06;0;0;0
5223;114,516;95,43;81,61;61,06;0;0;0
5224;119,412;99,51;87,77;69,5;0;0;0
5225;116,328;100,1;89,85;75,15;29,36;35,11;18,96
5226;112,652;100,1;88,76;69,5;16,78;27,86;37,34
5227;116,028;96,69;87,61;62,27;0;0;0
5228;112,884;94,07;87,07;58,15;0;0;0
5229;108,156;90,13;86,88;56,51;0;0;0
5230;107,844;89,87;85,88;69,5;0;0;0
5231;108,624;90,52;86,48;55,4;0;0;0
5232;107,184;89,32;84,13;61,31;0;0;0
5233;109,716;91,43;84,13;61,31;0;0;0
5234;108,36;90,3;85,88;61,31;0;0;0
5235;107,024;90,45;87,08;61,07;26,34;31,56;7,58
5236;112,1;94,89;87,78;69,5;54,45;70,06;8,84
5237;116,744;98,55;88,59;86,31;54,65;73,47;7,58
5238;118,908;99,09;87,88;69,5;29,9;30,65;0
5239;116,7;97,25;86,48;61,07;18,09;13,81;0
5240;113,1;94,25;82,49;69,5;24,18;24,17;0
5241;113,004;94,17;80,36;61,07;27,12;33,78;0
5242;113,028;94,19;82,06;69,5;29,88;33,52;0
5243;113,028;94,19;80,36;66,68;29,9;35,05;0
5244;113,004;94,17;81,68;64,68;32,96;31,56;0
5245;111,584;94,25;82,49;69,5;31,06;37,48;7,58
5246;107,316;94,77;83,45;69,5;31,94;38,21;32,04
5247;109,522;97,71;86,34;69,5;54,45;43,79;38,65
5248;110,65;100,1;88,23;70,68;73,96;73,47;47,35
5249;110,758;100,46;89,86;91,93;73,96;73,47;48,97
5250;111,826;101,08;90,59;92,04;73,96;73,47;47,35
5251;104,644;99,33;90,51;87,73;73,96;73,47;72,76
5252;102,148;97,25;89,47;84,94;69,99;73,47;72,76
5253;99,316;94,89;88,54;84,94;71,17;73,47;72,76
5254;98,344;94,08;88,23;75,16;73,96;70,06;72,76
5255;97,144;93,08;87,94;70,68;73,96;72,99;72,76
5256;96,64;92,66;87,88;70,4;73,97;72,17;72,76
5257;95,932;92,07;87,94;70,99;73,97;73,47;72,76
5258;95,932;92,07;87,94;86,32;73,97;73,47;72,76
5259;93,738;93,09;88,24;90,03;75,57;73,47;89,85
5260;96,662;96,01;89,62;91,01;92,07;91,25;92,75
5261;99,016;97,82;90,13;92,04;92,67;92,24;91,84
5262;101,238;99,34;88,75;90,64;74,81;73,47;89,85
5263;102,064;97,18;87,94;77,38;73,97;73,47;72,76
5264;100,092;96,01;87,44;86,32;73,97;73,47;75,6
5265;97,968;94,25;87,3;69,5;73,97;73,47;75,66
5266;98,464;94,18;87,26;86,32;73,97;73,47;72,76
5267;97,516;93,39;87,41;87,19;73,97;73,47;72,76
5268;96,64;92,66;87,08;86,32;73,97;73,47;72,76
5269;98,248;94;87,74;69,5;73,97;73,47;72,76
5270;98,208;94,18;87,41;86,32;73,97;73,47;74,04
5271;98,37;96,95;88,59;89,64;74,81;73,47;89,85
5272;102,002;100,47;91,76;92,06;92,67;92,24;92,81
5273;103,258;101,61;93,72;94,29;96,46;94,29;93,37
5274;103,258;101,61;95,65;94,78;96,46;94,29;93,37
5275;102,014;100,47;94,9;94,4;96,39;93,85;92,75
5276;98,702;97,71;92,89;93,92;94,58;92,49;92,75
5277;96,416;95,74;90,59;92,79;92,13;83,13;92,36
5278;93,7;93,39;89,77;92,07;79,52;83,13;91,84
5279;92,524;92,41;89,62;92,04;90,93;73,47;91,84
5280;90,068;90,5;89,86;92,21;81,6;83,64;92,66
5281;91,178;91,44;89,35;92,05;92,13;92,24;92,75
5282;89,822;90,31;89,53;92,38;92,13;92,24;92,75
5283;91,054;91,44;91,13;93,73;94,23;92,97;93,37
5284;91,078;91,46;92,89;94,78;96,75;94,29;93,37
5285;89,354;90,04;93,43;94,78;96,75;94,39;93,47
5286;90,08;90,46;92,21;93,92;93,64;89,8;92,36
5287;93,016;89,64;89,63;91,93;73,97;73,47;72,76
5288;93,016;89,64;88,24;79,64;68,49;69,9;72,76
5289;90,88;87,86;88,24;81,21;54,45;69,44;72,76
5290;90,532;87,57;88,41;79,64;57,11;71,04;72,76
5291;90,532;87,57;88,24;74,31;68,49;73,37;72,76
5292;90,612;87,34;88,24;83,51;67,01;71,63;70,98
5293;90,888;87,57;88,24;77,1;55,54;64,92;70,98
5294;90,532;87,57;88,24;79,64;55,54;69,44;72,76
5295;93,016;89,64;88,24;89,38;69,69;73,47;72,76
5296;94,322;94,06;92,07;93,19;92,91;83,18;92,75
5297;96,526;96;97,11;96,14;97,36;95,53;93,37
5298;98,344;97,72;98,81;98,2;98,78;95,48;94,6
5299;96,214;95,74;94,11;95,94;97,54;94,39;93,37
5300;94,234;94,09;91,76;94,29;95,21;92,74;93,37
5301;91,116;91,46;91,13;92,38;92,14;91,25;93,18
5302;89,242;89,64;89,32;92,05;79,58;89,8;91,63
5303;88,478;89,19;88,24;91,13;79,58;92,24;92,75
5304;86,666;87,68;88,24;91,41;84,03;92,24;92,75
5305;85,606;86,9;87,89;92,2;84,03;92,88;93,37
5306;84,37;85,87;87,95;92,32;88,59;92,74;93,37
5307;83,638;85,26;88,11;93,2;95,21;94,29;93,37
5308;82,216;84,28;88,55;94,4;98,28;94,29;94,6
5309;81,706;83,65;88,54;94,78;97,36;94,29;93,37
5310;82,586;84,28;87,47;94,12;94,43;92,24;92,75
5311;84,184;82,28;87,17;90,37;73,97;73,47;72,76
5312;85,828;83,65;85,83;76,09;73,97;73,47;72,76
5313;83,62;81,81;85,83;82,16;73,97;73,47;72,76
5314;83,62;81,81;85,83;74,61;70,19;73,47;72,76
5315;86,584;84,28;84,14;75,67;72,67;73,47;72,76
5316;87,76;85,26;85,83;72,96;71,97;73,47;72,76
